"              ELEM","                 X","                 Y","                 Z","              ROCK","            KABS_1","            KABS_2","            KABS_3","              PRES","             SAT_G","             SAT_L"
"                  ","               (M)","               (M)","               (M)","                  ","            (M**2)","            (M**2)","            (M**2)","              (PA)","               (-)","               (-)"
"TIME [sec]  0.17676752E+08"
"             A1220",  0.69425000000E-002,  0.10075200000E-001,  0.15000000000E-002,                   4,  0.10000000000E-019,  0.10000000000E-019,  0.30000000000E-019,  0.20050256857E+007,  0.00000000000E+000,  0.10000000000E+001
"             A1221",  0.14667000000E-002,  0.12182800000E-001,  0.15000000000E-002,                   4,  0.10000000000E-019,  0.10000000000E-019,  0.30000000000E-019,  0.20050248348E+007,  0.00000000000E+000,  0.10000000000E+001
"             A1222",  0.14667000000E-002, -0.12182000000E-001,  0.15000000000E-002,                   4,  0.10000000000E-019,  0.10000000000E-019,  0.30000000000E-019,  0.20050243866E+007,  0.00000000000E+000,  0.10000000000E+001
"             A1223", -0.43620000000E-002,  0.11501800000E-001,  0.15000000000E-002,                   4,  0.10000000000E-019,  0.10000000000E-019,  0.30000000000E-019,  0.20050240834E+007,  0.00000000000E+000,  0.10000000000E+001
"             A1224", -0.43620000000E-002, -0.11501000000E-001,  0.15000000000E-002,                   4,  0.10000000000E-019,  0.10000000000E-019,  0.30000000000E-019,  0.20050235888E+007,  0.00000000000E+000,  0.10000000000E+001
"             A1225", -0.92070000000E-002,  0.81572000000E-002,  0.15000000000E-002,                   4,  0.10000000000E-019,  0.10000000000E-019,  0.30000000000E-019,  0.20050233622E+007,  0.00000000000E+000,  0.10000000000E+001
"             A1226", -0.92070000000E-002, -0.81570000000E-002,  0.15000000000E-002,                   4,  0.10000000000E-019,  0.10000000000E-019,  0.30000000000E-019,  0.20050230364E+007,  0.00000000000E+000,  0.10000000000E+001
"             A1227", -0.11943000000E-001, -0.29430000000E-002,  0.15000000000E-002,                   4,  0.10000000000E-019,  0.10000000000E-019,  0.30000000000E-019,  0.20050227826E+007,  0.00000000000E+000,  0.10000000000E+001
"             A1228", -0.11943000000E-001,  0.29438000000E-002,  0.15000000000E-002,                   4,  0.10000000000E-019,  0.10000000000E-019,  0.30000000000E-019,  0.20050228754E+007,  0.00000000000E+000,  0.10000000000E+001
"             A1229", -0.14351000000E-001,  0.35027000000E-002,  0.15000000000E-002,                   4,  0.10000000000E-019,  0.10000000000E-019,  0.30000000000E-019,  0.20050253571E+007,  0.00000000000E+000,  0.10000000000E+001
"             A1230", -0.14351000000E-001, -0.35020000000E-002,  0.15000000000E-002,                   4,  0.10000000000E-019,  0.10000000000E-019,  0.30000000000E-019,  0.20050252493E+007,  0.00000000000E+000,  0.10000000000E+001
"             A1231", -0.11111000000E-001,  0.97214000000E-002,  0.15000000000E-002,                   4,  0.10000000000E-019,  0.10000000000E-019,  0.30000000000E-019,  0.20050258636E+007,  0.00000000000E+000,  0.10000000000E+001
"             A1232", -0.11111000000E-001, -0.97210000000E-002,  0.15000000000E-002,                   4,  0.10000000000E-019,  0.10000000000E-019,  0.30000000000E-019,  0.20050255196E+007,  0.00000000000E+000,  0.10000000000E+001
"             A1233", -0.53620000000E-002,  0.13745300000E-001,  0.15000000000E-002,                   4,  0.10000000000E-019,  0.10000000000E-019,  0.30000000000E-019,  0.20050266242E+007,  0.00000000000E+000,  0.10000000000E+001
"             A1234", -0.53620000000E-002, -0.13745000000E-001,  0.15000000000E-002,                   4,  0.10000000000E-019,  0.10000000000E-019,  0.30000000000E-019,  0.20050261167E+007,  0.00000000000E+000,  0.10000000000E+001
"             A1235",  0.16797000000E-002,  0.14509600000E-001,  0.15000000000E-002,                   4,  0.10000000000E-019,  0.10000000000E-019,  0.30000000000E-019,  0.20050273706E+007,  0.00000000000E+000,  0.10000000000E+001
"             A1236",  0.16797000000E-002, -0.14509000000E-001,  0.15000000000E-002,                   4,  0.10000000000E-019,  0.10000000000E-019,  0.30000000000E-019,  0.20050268825E+007,  0.00000000000E+000,  0.10000000000E+001
"             A1237",  0.14482900000E-001, -0.14060000000E-006,  0.15000000000E-002,                   4,  0.10000000000E-019,  0.10000000000E-019,  0.30000000000E-019,  0.20050292136E+007,  0.00000000000E+000,  0.10000000000E+001
"             A1238",  0.12831700000E-001,  0.69716000000E-002,  0.15000000000E-002,                   4,  0.10000000000E-019,  0.10000000000E-019,  0.30000000000E-019,  0.20050292334E+007,  0.00000000000E+000,  0.10000000000E+001
"             A1239",  0.12830200000E-001, -0.69710000000E-002,  0.15000000000E-002,                   4,  0.10000000000E-019,  0.10000000000E-019,  0.30000000000E-019,  0.20050289280E+007,  0.00000000000E+000,  0.10000000000E+001
"             A1240",  0.81551000000E-002, -0.12127000000E-001,  0.15000000000E-002,                   4,  0.10000000000E-019,  0.10000000000E-019,  0.30000000000E-019,  0.20050279553E+007,  0.00000000000E+000,  0.10000000000E+001
"             A1241",  0.81551000000E-002,  0.12127600000E-001,  0.15000000000E-002,                   4,  0.10000000000E-019,  0.10000000000E-019,  0.30000000000E-019,  0.20050283725E+007,  0.00000000000E+000,  0.10000000000E+001
"             A1242",  0.18422600000E-001,  0.15498000000E-002,  0.15000000000E-002,                   4,  0.10000000000E-019,  0.10000000000E-019,  0.30000000000E-019,  0.20050343896E+007,  0.00000000000E+000,  0.10000000000E+001
"             A1243",  0.18422600000E-001, -0.15490000000E-002,  0.15000000000E-002,                   4,  0.10000000000E-019,  0.10000000000E-019,  0.30000000000E-019,  0.20050343338E+007,  0.00000000000E+000,  0.10000000000E+001
"             A1244",  0.19792300000E-001,  0.31990000000E-002,  0.15000000000E-002,                   4,  0.10000000000E-019,  0.10000000000E-019,  0.30000000000E-019,  0.20050357139E+007,  0.00000000000E+000,  0.10000000000E+001
"             A1245",  0.19792300000E-001, -0.31990000000E-002,  0.15000000000E-002,                   4,  0.10000000000E-019,  0.10000000000E-019,  0.30000000000E-019,  0.20050356201E+007,  0.00000000000E+000,  0.10000000000E+001
"             A1246",  0.16824600000E-001, -0.10633000000E-001,  0.15000000000E-002,                   4,  0.10000000000E-019,  0.10000000000E-019,  0.30000000000E-019,  0.20050346663E+007,  0.00000000000E+000,  0.10000000000E+001
"             A1247",  0.16824800000E-001,  0.10633400000E-001,  0.15000000000E-002,                   4,  0.10000000000E-019,  0.10000000000E-019,  0.30000000000E-019,  0.20050350034E+007,  0.00000000000E+000,  0.10000000000E+001
"             A1248",  0.14760600000E-001, -0.11439000000E-001,  0.15000000000E-002,                   4,  0.10000000000E-019,  0.10000000000E-019,  0.30000000000E-019,  0.20050334703E+007,  0.00000000000E+000,  0.10000000000E+001
"             A1249",  0.14760700000E-001,  0.11439300000E-001,  0.15000000000E-002,                   4,  0.10000000000E-019,  0.10000000000E-019,  0.30000000000E-019,  0.20050338402E+007,  0.00000000000E+000,  0.10000000000E+001
"             A1250",  0.10208700000E-001, -0.17097000000E-001,  0.15000000000E-002,                   4,  0.10000000000E-019,  0.10000000000E-019,  0.30000000000E-019,  0.20050333186E+007,  0.00000000000E+000,  0.10000000000E+001
"             A1251",  0.10208700000E-001,  0.17097800000E-001,  0.15000000000E-002,                   4,  0.10000000000E-019,  0.10000000000E-019,  0.30000000000E-019,  0.20050338196E+007,  0.00000000000E+000,  0.10000000000E+001
"             A1252",  0.14408000000E-002, -0.19817000000E-001,  0.15000000000E-002,                   4,  0.10000000000E-019,  0.10000000000E-019,  0.30000000000E-019,  0.20050320626E+007,  0.00000000000E+000,  0.10000000000E+001
"             A1253",  0.14408000000E-002,  0.19817100000E-001,  0.15000000000E-002,                   4,  0.10000000000E-019,  0.10000000000E-019,  0.30000000000E-019,  0.20050326394E+007,  0.00000000000E+000,  0.10000000000E+001
"             A1254",  0.79196000000E-002, -0.16938000000E-001,  0.15000000000E-002,                   4,  0.10000000000E-019,  0.10000000000E-019,  0.30000000000E-019,  0.20050321488E+007,  0.00000000000E+000,  0.10000000000E+001
"             A1255",  0.79196000000E-002,  0.16938800000E-001,  0.15000000000E-002,                   4,  0.10000000000E-019,  0.10000000000E-019,  0.30000000000E-019,  0.20050326587E+007,  0.00000000000E+000,  0.10000000000E+001
"             A1256", -0.78080000000E-002, -0.18403000000E-001,  0.15000000000E-002,                   4,  0.10000000000E-019,  0.10000000000E-019,  0.30000000000E-019,  0.20050311197E+007,  0.00000000000E+000,  0.10000000000E+001
"             A1257", -0.78080000000E-002,  0.18403700000E-001,  0.15000000000E-002,                   4,  0.10000000000E-019,  0.10000000000E-019,  0.30000000000E-019,  0.20050316655E+007,  0.00000000000E+000,  0.10000000000E+001
"             A1258", -0.15280000000E-001, -0.12905000000E-001,  0.15000000000E-002,                   4,  0.10000000000E-019,  0.10000000000E-019,  0.30000000000E-019,  0.20050304758E+007,  0.00000000000E+000,  0.10000000000E+001
"             A1259", -0.15280000000E-001,  0.12905500000E-001,  0.15000000000E-002,                   4,  0.10000000000E-019,  0.10000000000E-019,  0.30000000000E-019,  0.20050308597E+007,  0.00000000000E+000,  0.10000000000E+001
"             A1260", -0.62640000000E-003, -0.18655000000E-001,  0.15000000000E-002,                   4,  0.10000000000E-019,  0.10000000000E-019,  0.30000000000E-019,  0.20050309593E+007,  0.00000000000E+000,  0.10000000000E+001
"             A1261", -0.62640000000E-003,  0.18655100000E-001,  0.15000000000E-002,                   4,  0.10000000000E-019,  0.10000000000E-019,  0.30000000000E-019,  0.20050315267E+007,  0.00000000000E+000,  0.10000000000E+001
"             A1262", -0.19466000000E-001, -0.46320000000E-002,  0.15000000000E-002,                   4,  0.10000000000E-019,  0.10000000000E-019,  0.30000000000E-019,  0.20050301182E+007,  0.00000000000E+000,  0.10000000000E+001
"             A1263", -0.19466000000E-001,  0.46325000000E-002,  0.15000000000E-002,                   4,  0.10000000000E-019,  0.10000000000E-019,  0.30000000000E-019,  0.20050302469E+007,  0.00000000000E+000,  0.10000000000E+001
"             A1264",  0.10732700000E-001,  0.26504000000E-002,  0.15000000000E-002,                   4,  0.10000000000E-019,  0.10000000000E-019,  0.30000000000E-019,  0.20050246886E+007,  0.00000000000E+000,  0.10000000000E+001
"             A1265",  0.10731400000E-001, -0.26500000000E-002,  0.15000000000E-002,                   4,  0.10000000000E-019,  0.10000000000E-019,  0.30000000000E-019,  0.20050244503E+007,  0.00000000000E+000,  0.10000000000E+001
"             A1266",  0.82724000000E-002,  0.73350000000E-002,  0.15000000000E-002,                   4,  0.10000000000E-019,  0.10000000000E-019,  0.30000000000E-019,  0.20050242693E+007,  0.00000000000E+000,  0.10000000000E+001
"             A1267",  0.82724000000E-002, -0.73350000000E-002,  0.15000000000E-002,                   4,  0.10000000000E-019,  0.10000000000E-019,  0.30000000000E-019,  0.20050238864E+007,  0.00000000000E+000,  0.10000000000E+001
"             A1268",  0.39169000000E-002, -0.10341000000E-001,  0.15000000000E-002,                   4,  0.10000000000E-019,  0.10000000000E-019,  0.30000000000E-019,  0.20050230549E+007,  0.00000000000E+000,  0.10000000000E+001
"             A1269",  0.39169000000E-002,  0.10341500000E-001,  0.15000000000E-002,                   4,  0.10000000000E-019,  0.10000000000E-019,  0.30000000000E-019,  0.20050233964E+007,  0.00000000000E+000,  0.10000000000E+001
"             A1270", -0.13360000000E-002,  0.11010200000E-001,  0.15000000000E-002,                   4,  0.10000000000E-019,  0.10000000000E-019,  0.30000000000E-019,  0.20050227522E+007,  0.00000000000E+000,  0.10000000000E+001
"             A1271", -0.13360000000E-002, -0.11010000000E-001,  0.15000000000E-002,                   4,  0.10000000000E-019,  0.10000000000E-019,  0.30000000000E-019,  0.20050222576E+007,  0.00000000000E+000,  0.10000000000E+001
"             A1272", -0.63000000000E-002,  0.91278000000E-002,  0.15000000000E-002,                   4,  0.10000000000E-019,  0.10000000000E-019,  0.30000000000E-019,  0.20050220510E+007,  0.00000000000E+000,  0.10000000000E+001
"             A1273", -0.63000000000E-002, -0.91270000000E-002,  0.15000000000E-002,                   4,  0.10000000000E-019,  0.10000000000E-019,  0.30000000000E-019,  0.20050216022E+007,  0.00000000000E+000,  0.10000000000E+001
"             A1274", -0.98200000000E-002, -0.51540000000E-002,  0.15000000000E-002,                   4,  0.10000000000E-019,  0.10000000000E-019,  0.30000000000E-019,  0.20050212283E+007,  0.00000000000E+000,  0.10000000000E+001
"             A1275", -0.98200000000E-002,  0.51542000000E-002,  0.15000000000E-002,                   4,  0.10000000000E-019,  0.10000000000E-019,  0.30000000000E-019,  0.20050213993E+007,  0.00000000000E+000,  0.10000000000E+001
"             A1276", -0.11091000000E-001,  0.44810000000E-017,  0.15000000000E-002,                   4,  0.10000000000E-019,  0.10000000000E-019,  0.30000000000E-019,  0.20050211335E+007,  0.00000000000E+000,  0.10000000000E+001
"             A1277", -0.92950000000E-002, -0.16419000000E-001,  0.15000000000E-002,                   4,  0.10000000000E-019,  0.10000000000E-019,  0.30000000000E-019,  0.20050300056E+007,  0.00000000000E+000,  0.10000000000E+001
"             A1278", -0.92950000000E-002,  0.16419100000E-001,  0.15000000000E-002,                   4,  0.10000000000E-019,  0.10000000000E-019,  0.30000000000E-019,  0.20050305144E+007,  0.00000000000E+000,  0.10000000000E+001
"             A1279",  0.19031700000E-001, -0.64080000000E-002,  0.15000000000E-002,                   4,  0.10000000000E-019,  0.10000000000E-019,  0.30000000000E-019,  0.20050356585E+007,  0.00000000000E+000,  0.10000000000E+001
"             A1280",  0.19031700000E-001,  0.64083000000E-002,  0.15000000000E-002,                   4,  0.10000000000E-019,  0.10000000000E-019,  0.30000000000E-019,  0.20050358721E+007,  0.00000000000E+000,  0.10000000000E+001
"             A1281",  0.17029800000E-001, -0.75860000000E-002,  0.15000000000E-002,                   4,  0.10000000000E-019,  0.10000000000E-019,  0.30000000000E-019,  0.20050341977E+007,  0.00000000000E+000,  0.10000000000E+001
"             A1282",  0.17029900000E-001,  0.75867000000E-002,  0.15000000000E-002,                   4,  0.10000000000E-019,  0.10000000000E-019,  0.30000000000E-019,  0.20050344519E+007,  0.00000000000E+000,  0.10000000000E+001
"             A1283",  0.14074600000E-001, -0.14347000000E-001,  0.15000000000E-002,                   4,  0.10000000000E-019,  0.10000000000E-019,  0.30000000000E-019,  0.20050340848E+007,  0.00000000000E+000,  0.10000000000E+001
"             A1284",  0.14074600000E-001,  0.14347800000E-001,  0.15000000000E-002,                   4,  0.10000000000E-019,  0.10000000000E-019,  0.30000000000E-019,  0.20050345173E+007,  0.00000000000E+000,  0.10000000000E+001
"             A1285", -0.15738000000E-001, -0.10434000000E-001,  0.15000000000E-002,                   4,  0.10000000000E-019,  0.10000000000E-019,  0.30000000000E-019,  0.20050294596E+007,  0.00000000000E+000,  0.10000000000E+001
"             A1286", -0.15738000000E-001,  0.10434600000E-001,  0.15000000000E-002,                   4,  0.10000000000E-019,  0.10000000000E-019,  0.30000000000E-019,  0.20050297758E+007,  0.00000000000E+000,  0.10000000000E+001
"             A1287",  0.11702700000E-001, -0.14546000000E-001,  0.15000000000E-002,                   4,  0.10000000000E-019,  0.10000000000E-019,  0.30000000000E-019,  0.20050328002E+007,  0.00000000000E+000,  0.10000000000E+001
"             A1288",  0.11702700000E-001,  0.14546900000E-001,  0.15000000000E-002,                   4,  0.10000000000E-019,  0.10000000000E-019,  0.30000000000E-019,  0.20050332497E+007,  0.00000000000E+000,  0.10000000000E+001
"             A1289",  0.60553000000E-002, -0.19185000000E-001,  0.15000000000E-002,                   4,  0.10000000000E-019,  0.10000000000E-019,  0.30000000000E-019,  0.20050328000E+007,  0.00000000000E+000,  0.10000000000E+001
"             A1290",  0.60553000000E-002,  0.19185500000E-001,  0.15000000000E-002,                   4,  0.10000000000E-019,  0.10000000000E-019,  0.30000000000E-019,  0.20050333515E+007,  0.00000000000E+000,  0.10000000000E+001
"             A1291",  0.38377000000E-002, -0.18255000000E-001,  0.15000000000E-002,                   4,  0.10000000000E-019,  0.10000000000E-019,  0.30000000000E-019,  0.20050315707E+007,  0.00000000000E+000,  0.10000000000E+001
"             A1292",  0.38377000000E-002,  0.18255200000E-001,  0.15000000000E-002,                   4,  0.10000000000E-019,  0.10000000000E-019,  0.30000000000E-019,  0.20050321204E+007,  0.00000000000E+000,  0.10000000000E+001
